LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	Keywords	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Student's T-test Significant LIM_Fe10uM	Student's T-test significant	-Log Student's T-test p-value LIM_Fe10uM	Student's T-test q-value LIM_Fe10uM	Student's T-test Difference LIM_Fe10uM	Student's T-test Test statistic LIM_Fe10uM	T: Protein IDs	T: Majority protein IDs
30.8201999664307	30.7992000579834	30.8227005004883	30.8145008087158	30.7633991241455	30.8365001678467	30.7014007568359	30.7238006591797	31.1678009033203	30.7646999359131	31.0228996276855	30.7796001434326	ATP-binding;FAD;Flavoprotein;FMN;Kinase;Nucleotide-binding;Nucleotidyltransferase;Transferase	FAD biosynthetic process [GO:0006747];FMN biosynthetic process [GO:0009398];phosphorylation [GO:0016310];riboflavin biosynthetic process [GO:0009231]		ATP binding [GO:0005524];FMN adenylyltransferase activity [GO:0003919];riboflavin kinase activity [GO:0008531]			0.986970876438049	0.796799529688419	0.0578751564025879	0.0561829749199543	A6T4F9	A6T4F9
34.7545013427734	34.7928009033203	34.766300201416	34.771900177002	34.6167984008789	34.8180999755859	34.7559013366699	34.736198425293	34.7957992553711	34.7617988586426	34.7561988830566	34.820499420166	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;Zinc	isoleucyl-tRNA aminoacylation [GO:0006428]	cytoplasm [GO:0005737]	aminoacyl-tRNA editing activity [GO:0002161];ATP binding [GO:0005524];isoleucine-tRNA ligase activity [GO:0004822];tRNA binding [GO:0000049];zinc ion binding [GO:0008270]			0.407976135310382	0.872297282307266	0.0396261215209961	0.0379975704809985	A6T4G0	A6T4G0
30.976900100708	30.8050994873047	29.9423999786377	30.7747001647949	30.6900997161865	30.2749996185303	30.8201999664307	30.2208995819092	30.6436996459961	30.4783000946045	30.8241004943848	30.618200302124	Isomerase;Rotamase	protein folding [GO:0006457]		peptidyl-prolyl cis-trans isomerase activity [GO:0003755]			0.173578592937621	0.652	0.123225212097168	0.0965979140024566	A6T4G2	A6T4G2
29.4897003173828	29.7334995269775	30.0358009338379	29.7919998168945	30.0620002746582	30.2966995239258	30.1250991821289	29.9657001495361	29.5081996917725	30.0853996276855	29.839599609375	30.0358009338379	4Fe-4S;Iron;Iron-sulfur;Isoprene biosynthesis;Metal-binding;Oxidoreductase	dimethylallyl diphosphate biosynthetic process [GO:0050992];isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288];terpenoid biosynthetic process [GO:0016114]		4 iron, 4 sulfur cluster binding [GO:0051539];4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745];metal ion binding [GO:0046872]			1.41939551844917	0.358860510805501	-0.349624633789063	-0.308862174302311	A6T4G3	A6T4G3
28.2136001586914	28.0909004211426	25.7605991363525	27.4426002502441	27.6331996917725	27.5240993499756	27.7310009002686	27.8596000671387	27.4564990997314	27.4902000427246	25.6480007171631	27.4053993225098	Glycosidase;Hydrolase	purine nucleobase metabolic process [GO:0006144];pyrimidine nucleobase metabolic process [GO:0006206]		hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]			0.217824725750449	0.442089485458613	-0.310050010681152	-0.19758565713523	A6T4G4	A6T4G4
32.1829986572266	32.478199005127	32.5984992980957	32.353401184082	33.0379981994629	32.9538993835449	32.7538986206055	32.7988014221191	32.4678993225098	32.6088981628418	32.6781997680664	32.7244987487793	Amino-acid biosynthesis;Cytoplasm;Diaminopimelate biosynthesis;Lysine biosynthesis;NAD;NADP;Oxidoreductase	diaminopimelate biosynthetic process [GO:0019877];lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm [GO:0005737]	4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839];NAD binding [GO:0051287];NADP binding [GO:0050661];oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]			2.31925128616775	0.270385964912281	-0.482874870300293	-0.434682095803352	A6T4H8	A6T4H8
33.2686004638672	33.4662017822266	33.3956985473633	33.3111991882324	33.7816009521484	33.7736015319824	33.8358993530273	33.7179985046387	33.621898651123	33.7338981628418	33.8014984130859	33.9244995117188	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Glutamine amidotransferase;Ligase;Nucleotide-binding;Pyrimidine biosynthesis	arginine biosynthetic process [GO:0006526];'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207];'de novo' UMP biosynthetic process [GO:0044205];glutamine metabolic process [GO:0006541]		ATP binding [GO:0005524];carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]			3.78036642281662	0.291389048991354	-0.416850090026855	-0.396915034029397	A6T4H9	A6T4H9
35.0644989013672	35.1203002929688	35.3060989379883	35.1857986450195	35.7155990600586	35.8428993225098	35.7644004821777	35.6567001342773	35.3862991333008	35.5663986206055	35.5312995910645	35.5150985717773	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Repeat	arginine biosynthetic process [GO:0006526];'de novo' UMP biosynthetic process [GO:0044205]		ATP binding [GO:0005524];carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088];metal ion binding [GO:0046872]			3.93158195502083	0.209901639344262	-0.575725555419922	-0.540492443170908	A6T4I0	A6T4I0
31.3610992431641	30.6877002716064	30.3236999511719	30.8994007110596	29.8206005096436	28.9776992797852	29.9710006713867	29.906099319458	30.1553993225098	30.3027000427246	29.5589008331299	29.4041004180908	Lipoprotein;Palmitate;Signal		plasma membrane [GO:0005886]				1.95323894780948	0.0888	1.14912509918213	0.872069374637502	A6T4I1	A6T4I1
28.6835994720459	29.0529003143311	28.5865001678467	28.7311992645264	28.4624004364014	28.2858009338379	28.5058994293213	28.1054000854492	28.3311004638672	28.0615005493164	28.1215000152588	28.0028991699219							1.67981571915399	0.3088165374677	0.423674583435059	0.372848925666615	A6T4I2	A6T4I2
28.8108997344971	29.0736999511719	28.9384994506836	29.0125007629395	28.6240997314453	28.6868991851807	28.69580078125	28.6056995391846	28.9885005950928	28.611499786377	28.8701000213623	28.9911003112793	Antiport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Potassium;Potassium transport;Transmembrane;Transmembrane helix;Transport	proton transmembrane transport [GO:1902600];response to methylglyoxal [GO:0051595]	plasma membrane [GO:0005886]	antiporter activity [GO:0015297];enzyme binding [GO:0019899];glutathione-regulated potassium exporter activity [GO:0015503];toxic substance binding [GO:0015643]			2.62140415187384	0.369454545454545	0.305775165557861	0.28823726612207	A6T4I3	A6T4I3
30.0960998535156	29.9438991546631	29.7254009246826	29.7546997070313	29.4258003234863	29.7371997833252	30.0256004333496	29.8285999298096	29.6294994354248	29.721399307251	29.4904003143311	29.737699508667	NADP;One-carbon metabolism;Oxidoreductase	glycine biosynthetic process [GO:0006545];one-carbon metabolic process [GO:0006730];tetrahydrofolate biosynthetic process [GO:0046654]		dihydrofolate reductase activity [GO:0004146];NADP binding [GO:0050661]			0.356378290651414	0.616373722627737	0.125724792480469	0.109124057453623	A6T4I4	A6T4I4
28.6553993225098	28.6331005096436	28.1805000305176	29.0025005340576	28.7332000732422	28.8099994659424	28.8799991607666	28.9827995300293	28.9304008483887	29.0370998382568	28.6807994842529	28.6317005157471	Hydrolase			bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity [GO:0008803]			0.630291508663789	0.442817155756208	-0.233624458312988	-0.198543354552927	A6T4I5	A6T4I5
32.5147018432617	32.4878005981445	32.3092002868652	32.4281005859375	32.8074989318848	32.4091987609863	32.3653984069824	32.3771018981934	31.835599899292	32.4827995300293	32.1819000244141	32.0410003662109							0.185620507490311	0.825228473019518	-0.0548486709594727	-0.0491610657308036	A6T4I6	A6T4I6
29.4627990722656	29.6744003295898	29.2028007507324	29.4095993041992	29.7353992462158	29.6741008758545	29.6252002716064	29.7294006347656	29.886100769043	29.4736003875732	29.5615005493164	29.6858005523682	Cytoplasm;Methyltransferase;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase		cytoplasm [GO:0005737]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908];RNA binding [GO:0003723]			1.34933021956309	0.412970509383378	-0.253625392913818	-0.230508810637028	A6T4I7	A6T4I7
30.6513996124268	30.3707008361816	30.5142993927002	30.4955005645752	30.2299003601074	30.1832008361816	30.261100769043	30.1215991973877	30.4118995666504	30.067699432373	30.3787002563477	30.261100769043	Cobalt;Cytoplasm;Magnesium;Metal-binding;NAD;NADP;Oxidoreductase;Pyridoxine biosynthesis;Zinc	pyridoxal phosphate biosynthetic process [GO:0042823];pyridoxine biosynthetic process [GO:0008615]	cytoplasm [GO:0005737]	4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570];cobalt ion binding [GO:0050897];magnesium ion binding [GO:0000287];NAD binding [GO:0051287];zinc ion binding [GO:0008270]			2.50317007120329	0.369692585895118	0.309024810791016	0.290170735896196	A6T4I8	A6T4I8
33.1896018981934	33.280200958252	33.4893989562988	33.2597999572754	33.2971992492676	33.3961982727051	33.1747016906738	33.239200592041	33.4384994506836	33.184700012207	33.3040008544922	33.1192016601563	Chaperone;Isomerase;Periplasm;Repeat;Rotamase;Signal	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165];protein folding [GO:0006457];protein stabilization [GO:0050821]	outer membrane-bounded periplasmic space [GO:0030288]	peptide binding [GO:0042277];peptidyl-prolyl cis-trans isomerase activity [GO:0003755];unfolded protein binding [GO:0051082]			0.131677009431235	0.912392612137203	0.0279254913330078	0.0258608397402441	A6T4I9	A6T4I9
33.2748985290527	33.1422996520996	33.36669921875	33.1682014465332	33.1124000549316	33.2789001464844	33.1263008117676	33.1467018127441	33.0000991821289	33.0853004455566	33.1174011230469	33.0503997802734	Cell outer membrane;Membrane;Signal	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165];lipopolysaccharide transport [GO:0015920];response to organic substance [GO:0010033]	cell outer membrane [GO:0009279]				0.51493125440745	0.753123237277744	0.0719490051269531	0.0676059188488884	A6T4J0	A6T4J0
30.3593006134033	30.1247997283936	30.0678997039795	30.1119003295898	29.9036998748779	30.1245994567871	29.8059005737305	30.044900894165	30.0382995605469	29.8194007873535	29.9951000213623	30.0321006774902	Cell inner membrane;Cell membrane;Chaperone;Membrane;Transmembrane;Transmembrane helix		plasma membrane [GO:0005886]	protein-folding chaperone binding [GO:0051087]			1.0503346988235	0.469911794871795	0.196199893951416	0.178883549662711	A6T4J1	A6T4J1
27.1912002563477	26.7511005401611	26.863899230957	26.6294994354248	26.827600479126	26.9535007476807	26.2460994720459	26.7523002624512	27.5153007507324	24.9533004760742	28.1457004547119	26.8278007507324	Activator;Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	phosphorelay signal transduction system [GO:0000160]	cytoplasm [GO:0005737]	DNA binding [GO:0003677];DNA-binding transcription factor activity [GO:0003700]			0.360485189834357	0.551902521008403	0.164049625396729	0.137094627025974	A6T4J2	A6T4J2
31.7819995880127	31.6152992248535	31.8320007324219	31.7754993438721	32.0887985229492	31.9911003112793	31.9557991027832	31.8962001800537	31.8341999053955	31.7819995880127	31.8766002655029	31.9195995330811	Activator;ATP-binding;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Transcription;Transcription regulation	regulation of DNA-templated transcription [GO:0006355]		ATP binding [GO:0005524];ATP-dependent chromatin remodeler activity [GO:0140658];DNA binding [GO:0003677];helicase activity [GO:0004386];hydrolase activity, acting on acid anhydrides [GO:0016817]			2.01705123510827	0.42719391634981	-0.231774806976318	-0.218251726018976	A6T4J7	A6T4J7
28.3455009460449	28.326099395752	27.8813991546631	28.210599899292	28.5165004730225	28.7212009429932	28.4167003631592	28.4673004150391	28.0541000366211	28.5604991912842	28.5233993530273	28.4599990844727	ATP-binding;Nucleotide-binding		membrane [GO:0016020]	ABC-type thiamine transporter activity [GO:0048502];ATP binding [GO:0005524];ATP hydrolysis activity [GO:0016887]			1.44023976261175	0.359751412429379	-0.339525699615479	-0.301412900666794	A6T4K4	A6T4K4
25.5615997314453	25.3735008239746	25.2677001953125	26.8334999084473	25.2229995727539	26.2535991668701	25.9678001403809	25.1009006500244	26.2194995880127	25.9666996002197	25.3153991699219	25.4475002288818	Cell inner membrane;Cell membrane;Membrane;Repeat;Transmembrane;Transmembrane helix;Transport	thiamine transport [GO:0015888]	plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]			0.0978671351824408	0.698018445322793	0.122750282287598	0.0841135414971033	A6T4K5	A6T4K5
33.926700592041	33.7291984558105	34.0940017700195	33.780101776123	33.8991012573242	33.7664985656738	33.7569999694824	33.7472991943359	33.5615997314453	33.6683006286621	33.6472015380859	33.5968017578125	Signal	thiamine transport [GO:0015888]	outer membrane-bounded periplasmic space [GO:0030288]	thiamine binding [GO:0030975]			0.452156209630531	0.702962671905698	0.0900259017944336	0.0826342282783628	A6T4K6	A6T4K6
30.2654991149902	30.1905002593994	30.2775001525879	30.1471996307373	30.1865005493164	29.9845008850098	30.1313991546631	30.0447998046875	29.7434005737305	30.0419006347656	30.0114994049072	30.0037994384766	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Lyase;Schiff base	3,4-dihydroxybenzoate biosynthetic process [GO:0046279];amino acid biosynthetic process [GO:0008652];aromatic amino acid family biosynthetic process [GO:0009073];chorismate biosynthetic process [GO:0009423]		3-dehydroquinate dehydratase activity [GO:0003855]			1.29997384946865	0.576239234449761	0.133374691009521	0.126475782657581	A6T4L2	A6T4L2
32.9081001281738	32.8597984313965	32.4687995910645	32.8945007324219	32.1875	32.7088012695313	32.6595993041992	32.6343002319336	32.5586013793945	32.7563018798828	32.7137985229492	32.7818984985352	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Leucine biosynthesis;Lyase	leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydratase complex [GO:0009316]	3-isopropylmalate dehydratase activity [GO:0003861]			0.715254764836947	0.437291810841984	0.235249519348145	0.202745798459685	A6T4L6	A6T4L6
34.4761009216309	34.3983001708984	34.6178016662598	34.4048004150391	34.5938987731934	34.7220001220703	34.7369003295898	34.7151985168457	34.7322006225586	34.7317008972168	34.8055000305176	34.8507995605469	4Fe-4S;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Iron;Iron-sulfur;Leucine biosynthesis;Lyase;Metal-binding	leucine biosynthetic process [GO:0009098]		3-isopropylmalate dehydratase activity [GO:0003861];4 iron, 4 sulfur cluster binding [GO:0051539];metal ion binding [GO:0046872]			1.93633792367743	0.434658878504673	-0.217748641967773	-0.205278873091416	A6T4L7	A6T4L7
34.9748001098633	34.8443984985352	34.9668006896973	34.9323997497559	34.7943000793457	34.8051986694336	34.7523002624512	34.7487983703613	34.8675003051758	34.7835998535156	34.8175010681152	34.8440017700195	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Cytoplasm;Leucine biosynthesis;Magnesium;Manganese;Metal-binding;NAD;Oxidoreductase	leucine biosynthetic process [GO:0009098]	cytoplasm [GO:0005737]	3-isopropylmalate dehydrogenase activity [GO:0003862];magnesium ion binding [GO:0000287];NAD binding [GO:0051287]			2.46015748924792	0.528593386952636	0.154450416564941	0.149495910188647	A6T4L8	A6T4L8
35.5638008117676	35.4430999755859	35.3918991088867	35.5068016052246	34.9538993835449	35.5416984558105	35.3804016113281	35.4380989074707	35.3587989807129	35.4196014404297	35.4872016906738	35.3947982788086	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Cytoplasm;Leucine biosynthesis;Manganese;Metal-binding;Transferase	leucine biosynthetic process [GO:0009098]	cytoplasm [GO:0005737]	2-isopropylmalate synthase activity [GO:0003852];acetyl-CoA C-acetyltransferase activity [GO:0003985];manganese ion binding [GO:0030145]			0.503157870865253	0.56434008097166	0.147875785827637	0.130336829565217	A6T4L9	A6T4L9
34.55419921875	34.4558982849121	34.4314994812012	34.5075988769531	34.2527008056641	34.3485984802246	34.5470008850098	34.5007019042969	34.5237998962402	34.4718017578125	34.3950004577637	34.5010986328125	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;FAD;Flavoprotein;Magnesium;Metal-binding;Thiamine pyrophosphate;Transferase	isoleucine biosynthetic process [GO:0009097];valine biosynthetic process [GO:0009099]		acetolactate synthase activity [GO:0003984];flavin adenine dinucleotide binding [GO:0050660];magnesium ion binding [GO:0000287];thiamine pyrophosphate binding [GO:0030976]			0.461671816470612	0.747629813664596	0.0750484466552734	0.069923023926191	A6T4M1	A6T4M1
33.4287986755371	33.5083999633789	33.6882019042969	33.3065986633301	33.3414001464844	33.0910987854004	33.0714988708496	33.0722007751465	33.0186004638672	33.0940017700195	33.1240997314453	33.1470985412598	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Transferase	isoleucine biosynthetic process [GO:0009097];valine biosynthetic process [GO:0009099]	cytoplasm [GO:0005737]	acetolactate synthase activity [GO:0003984];acetolactate synthase regulator activity [GO:1990610]			1.76830508659525	0.358941634241245	0.338950157165527	0.307110141016386	A6T4M2	A6T4M2
30.7140998840332	30.6121997833252	30.5846004486084	30.6648998260498	30.8283996582031	30.6229000091553	30.2275009155273	30.3988990783691	30.5715007781982	30.5594997406006	30.5919990539551	30.3955001831055	DNA-binding;Transcription;Transcription regulation	regulation of DNA-templated transcription [GO:0006355];response to fructose [GO:0009750]		DNA binding [GO:0003677]			0.410113899293572	0.616258443465492	0.12452507019043	0.109800327303056	A6T4M3	A6T4M3
29.2315006256104	29.6711006164551	29.9820003509521	29.4076995849609	29.7248992919922	29.261100769043	29.0935001373291	29.6348991394043	28.7068004608154	29.3512001037598	29.3362998962402	29.4067001342773	Cytoplasm;DNA-binding;Repeat;Repressor;Transcription;Transcription regulation		cytoplasm [GO:0005737];nucleoid [GO:0009295]	DNA binding [GO:0003677];DNA-binding transcription factor activity [GO:0003700]			0.268139828142391	0.593795419847328	0.14447546005249	0.11822608403303	A6T4M4	A6T4M4
30.7338008880615	31.0154991149902	31.0767993927002	30.8129997253418	31.0951995849609	31.0282001495361	30.9097995758057	31.1014995574951	31.176700592041	30.9866008758545	31.0053005218506	31.0457992553711	Cytoplasm;Methyltransferase;rRNA processing;S-adenosyl-L-methionine;Transferase	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]			0.63844478189073	0.607066368381805	-0.123899936676025	-0.113386550397291	A6T4M5	A6T4M5
28.7672004699707	28.507999420166	28.8693008422852	28.3278999328613	28.9908008575439	28.5506000518799	28.6735000610352	28.4326000213623	28.7786998748779	28.214599609375	28.5902004241943	28.2847003936768	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Transmembrane;Transmembrane helix	FtsZ-dependent cytokinesis [GO:0043093]	cell division site [GO:0032153];plasma membrane [GO:0005886]				0.0928108778826048	0.875782945736434	-0.0437750816345215	-0.0373512191821731	A6T4M6	A6T4M6
29.4501991271973	29.1553993225098	29.520299911499	29.4918994903564	29.3966999053955	29.1776008605957	29.4249000549316	29.6067008972168	29.402099609375	29.2250003814697	29.2192993164063	29.4832000732422	Carboxypeptidase;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Septation;Transmembrane;Transmembrane helix	cell wall organization [GO:0071555];division septum assembly [GO:0000917];FtsZ-dependent cytokinesis [GO:0043093];peptidoglycan biosynthetic process [GO:0009252];proteolysis [GO:0006508];regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	penicillin binding [GO:0008658];peptidoglycan glycosyltransferase activity [GO:0008955];serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]			0.00819370903331004	0.994717423133236	0.00297403335571289	0.00265114737530696	A6T4M7	A6T4M7
32.9973983764648	32.8428001403809	33.2002983093262	32.8785018920898	32.6689987182617	32.6966018676758	32.5896987915039	32.7543983459473	32.8120994567871	32.5764007568359	32.7378997802734	32.8334999084473	ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Magnesium;Nucleotide-binding;Peptidoglycan synthesis	cell cycle [GO:0007049];cell division [GO:0051301];cell wall organization [GO:0071555];peptidoglycan biosynthetic process [GO:0009252];regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524];magnesium ion binding [GO:0000287];UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]			1.86670596664833	0.373195945945946	0.302325248718262	0.277982707174319	A6T4M8	A6T4M8
32.1405982971191	32.1912002563477	32.3560981750488	32.2196006774902	31.8278999328613	32.2191009521484	32.2160987854004	32.130199432373	32.0306015014648	32.0596008300781	32.1461982727051	32.2583999633789	ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis	cell cycle [GO:0007049];cell division [GO:0051301];cell wall organization [GO:0071555];peptidoglycan biosynthetic process [GO:0009252];regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524];UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766];UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]			0.585393173287519	0.595236802413273	0.128549575805664	0.116512840124346	A6T4M9	A6T4M9
